id,domain,feature,user_story,expected_behavior,status,gaps_for_robustness,priority,test_result,notes
G8,AdminAnalytics,Attribution Tracking (Apple Ads / Analytics),"**expected_behavior:** ; - `POST /analytics/attribution` (or similar) — user-authenticated endpoint; receives `attributionToken` from iOS; hashes token (SHA-256 for dedup), stores in `apple_ads_attribution`; kicks off async resolution. ; - `attribution-service.js: resolveAppleAdsAttribution(userId, token)` — POSTs to `APPLE_ADS_ATTRIBUTION_URL` with 10-second timeout; parses response; upserts `app","; - `POST /analytics/attribution` (or similar) — user-authenticated endpoint; receives `attributionToken` from iOS; hashes token (SHA-256 for dedup), stores in `apple_ads_attribution`; kicks off async resolution. ; - `attribution-service.js: resolveAppleAdsAttribution(userId, token)` — POSTs to `APPLE_ADS_ATTRIBUTION_URL` with 10-second timeout; parses response; upserts `apple_ads_attribution` row",Implemented,"; - No rate limiting visible on the user-facing attribution capture endpoint — a user could submit many tokens; dedup only via `attribution_token_sha256` uniqueness. ; - `APPLE_ADS_ATTRIBUTION_URL` is an env var — if misconfigured (pointing to an attacker-controlled URL), the backend would POST user attribution tokens (containing install metadata) to the wrong endpoint. ; - No Meta/AppsFlyer serve",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `apple_ads_attribution` ; --- ; | ; --- ;
G9,AdminAnalytics,Analytics Dashboard Metrics (Admin),**expected_behavior:** ; - `GET /admin/dashboard/metrics/overview` — aggregate platform metrics; any admin. ; - `GET /admin/dashboard/metrics/jobs` — job queue state (pending/running/failed counts by workflow type); any admin. ; - `GET /admin/dashboard/metrics/costs` — estimated API costs per render type; any admin. ; - `GET /admin/dashboard/metrics/enrollment` — enrollment funnel metrics; any adm,; - `GET /admin/dashboard/metrics/overview` — aggregate platform metrics; any admin. ; - `GET /admin/dashboard/metrics/jobs` — job queue state (pending/running/failed counts by workflow type); any admin. ; - `GET /admin/dashboard/metrics/costs` — estimated API costs per render type; any admin. ; - `GET /admin/dashboard/metrics/enrollment` — enrollment funnel metrics; any admin. ; - `GET /admin/das,Partial,"; - Viral loop metrics view exists in DB but no dedicated admin endpoint found — operators must use `railway connect postgres` to query it, which is an operational friction and access-control bypass (anyone with Railway access can query it without going through the admin auth layer). ; - `GET /admin/dashboard/metrics/costs` exposes API pricing data (Suno, Seed-VC unit costs) — this is internal cos",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `jobs`, `track_versions`, `entitlements`, `users`, `viral_loop_metrics` (view), `daily_aggregates` ; --- ; | ; --- ;"
G10,AdminAnalytics,Job Queue Management (Admin),**expected_behavior:** ; - `GET /admin/dashboard/jobs` — lists jobs with status/step filters; any admin. ; - `POST /admin/dashboard/jobs/:id/retry` — retries a failed job; any admin. ; - `GET /admin/dashboard/dlq` — dead-letter queue listing; any admin. ; - `POST /admin/dashboard/dlq/:id/reprocess` — moves a DLQ item back to active queue; any admin.,; - `GET /admin/dashboard/jobs` — lists jobs with status/step filters; any admin. ; - `POST /admin/dashboard/jobs/:id/retry` — retries a failed job; any admin. ; - `GET /admin/dashboard/dlq` — dead-letter queue listing; any admin. ; - `POST /admin/dashboard/dlq/:id/reprocess` — moves a DLQ item back to active queue; any admin.,Implemented,"; - Job retry and DLQ reprocess are any-admin, not superadmin-gated. A retry on a billing or voice-conversion job can trigger expensive external API calls. ; - No idempotency check visible on retry — retrying a job that already completed (or is in a weird partial state) could create duplicate renders or double-charge billing holds. ; - No audit log written for job retries (admin action with cost/b",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `jobs`, `dead_letter_queue` (or `webhook_dlq`) ; --- ; | ; --- ;"
G11,AdminAnalytics,Content Moderation Queue (Admin),**expected_behavior:** ; - `GET /admin/dashboard/moderation/queue` — lists pending moderation items; any admin. ; - `POST /admin/dashboard/moderation/:id/[action]` — approves or rejects a moderated item; any admin.,; - `GET /admin/dashboard/moderation/queue` — lists pending moderation items; any admin. ; - `POST /admin/dashboard/moderation/:id/[action]` — approves or rejects a moderated item; any admin.,Implemented,"; - No superadmin restriction on moderation actions — any admin can approve content that was AI-flagged. ; - No audit trail on moderation decisions visible in the grep output (no `INSERT INTO audit_logs` near moderation endpoints). ; - ""Approve"" action on a blocked item could unblock a render for a user on a high risk score — no cross-check visible.",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `track_versions` (moderation_status), `jobs` ; --- ; | ; --- ;"
G12,AdminAnalytics,Feature Flags (Admin),**expected_behavior:** ; - `GET /admin/dashboard/feature-flags` — returns all flag names and current values; any admin. ; - `PUT /admin/dashboard/feature-flags` — updates one or more flags; any admin. Error logged as `[Admin] FF_UPDATE_ERROR`.,; - `GET /admin/dashboard/feature-flags` — returns all flag names and current values; any admin. ; - `PUT /admin/dashboard/feature-flags` — updates one or more flags; any admin. Error logged as `[Admin] FF_UPDATE_ERROR`.,Implemented,"; - **No superadmin restriction on flag writes.** Feature flags control billing enforcement (`gift_prepay_enforced`), voice feature gating (`my_voice_enabled`), and paywall behaviour. Any admin can disable these controls, which is a high-impact action. ; - No audit log on feature flag changes — there is no record of who changed `my_voice_enabled` from `true` to `false` or when. ; - No validation t",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `feature_flags` (or stored in-memory with DB persistence — migration 040, 047, 048 add seedvc flags) ; --- ; | ; --- ;"
G13,AdminAnalytics,Security & Audit Logs (Admin),**expected_behavior:** ; - `GET /admin/dashboard/security/audit-logs` — paginated `audit_logs` table query; any admin. ; - `GET /admin/dashboard/security/rate-limits` — lists current rate-limit rows; any admin. ; - `DELETE /admin/dashboard/security/rate-limits/:userId/:actionType/reset` — deletes rate-limit rows for a user+action; any admin.,; - `GET /admin/dashboard/security/audit-logs` — paginated `audit_logs` table query; any admin. ; - `GET /admin/dashboard/security/rate-limits` — lists current rate-limit rows; any admin. ; - `DELETE /admin/dashboard/security/rate-limits/:userId/:actionType/reset` — deletes rate-limit rows for a user+action; any admin.,Implemented,"; - `audit_logs` entries are insert-only by convention (comment: ""do NOT rewrite historical entries"") but no DB-level constraint (e.g., `SECURITY LABEL`, trigger, or separate write-once table) enforces this — an admin with DB access or a bug could mutate entries. ; - `DELETE .../rate-limits/reset` is any-admin — resetting a rate limit for a suspicious user effectively re-arms their ability to br",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `audit_logs`, `rate_limits` ; --- ; | ; --- ;"
G14,AdminAnalytics,Admin Story Sessions (Admin),**expected_behavior:** ; - `GET /admin/dashboard/story/sessions` — lists story sessions; any admin.,; - `GET /admin/dashboard/story/sessions` — lists story sessions; any admin.,Implemented,"; - Story sessions contain personal narrative content (occasion details, recipient names, messages) — no PII redaction noted. ; - Single endpoint with no superadmin guard despite containing sensitive personal content.",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `story_sessions` (migration 020) ; --- ; | ; --- ;
G15,AdminAnalytics,Blog Post Management (Admin),**expected_behavior:** ; - `GET /admin/dashboard/blog/posts` — list posts; any admin. ; - `POST /admin/dashboard/blog/posts/autofill` — AI-generated blog content; any admin. ; - `GET /admin/dashboard/blog/posts/:id` — get post; any admin. ; - `POST /admin/dashboard/blog/posts` — create post; any admin. ; - `PUT /admin/dashboard/blog/posts/:id` — update post; any admin. ; - `POST /admin/dashboard/b,; - `GET /admin/dashboard/blog/posts` — list posts; any admin. ; - `POST /admin/dashboard/blog/posts/autofill` — AI-generated blog content; any admin. ; - `GET /admin/dashboard/blog/posts/:id` — get post; any admin. ; - `POST /admin/dashboard/blog/posts` — create post; any admin. ; - `PUT /admin/dashboard/blog/posts/:id` — update post; any admin. ; - `POST /admin/dashboard/blog/posts/preview` — pr,Implemented,; - `autofill` and `repair` endpoints trigger LLM calls with admin-controlled input — prompt injection into the LLM context is possible if blog post content is not sanitized before being passed to the AI provider. ; - No superadmin restriction on `POST /admin/dashboard/blog/posts` — any admin can publish marketing content. ; - No audit log on blog post creation/updates.,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `blog_posts` (inferred; not confirmed in migration list) ; --- ; | ; --- ;
G16,AdminAnalytics,GDPR Audit Service,"**expected_behavior (gdpr-audit-service.js exported functions):** ; - `init(db)` — must be called before use; throws `""GDPR audit service not initialized — call init() first""` if not. ; - `logAccountDeletion(userId, ipAddress)` — logs GDPR Art. 17 deletion event with `deletion_type`, `full_cascade`, `raw_recordings` fields; returns event ID. ; - `logDataExportRequest(userId, ipAddress, exportFor","; - `init(db)` — must be called before use; throws `""GDPR audit service not initialized — call init() first""` if not. ; - `logAccountDeletion(userId, ipAddress)` — logs GDPR Art. 17 deletion event with `deletion_type`, `full_cascade`, `raw_recordings` fields; returns event ID. ; - `logDataExportRequest(userId, ipAddress, exportFormat = ""json"")` — logs GDPR Art. 20 portability request; returns ",Implemented,"; - **No user-facing API endpoint for data export is confirmed in the surveyed files.** `gdpr-audit-service.js` logs that a request was made but there is no evidence of a `GET /user/data-export` endpoint that actually assembles and delivers user data. If only the audit log exists but not the export delivery, GDPR Art. 20 compliance is incomplete. ; - `logAccountDeletion` logs the deletion but whet",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `gdpr_audit_events` (inferred; or embedded in `audit_logs`) ; --- ; | ; --- ;
G17,AdminAnalytics,Legal Pages and Public Routes,"**expected_behavior (legal-route.js endpoints — all public, no auth required):** ; - `GET /robots.txt` — robots file ; - `GET /sitemap.xml` — sitemap ; - `GET /llms.txt` — LLM crawl guidance ; - `GET /<INDEXNOW_KEY>.txt` — domain ownership verification ; - `GET /unsubscribe` + `POST /unsubscribe` — RFC 8058 one-click unsubscribe; POST satisfies List-Unsubscribe-Post header ; - `GET /favicon.ico` +",; - `GET /robots.txt` — robots file ; - `GET /sitemap.xml` — sitemap ; - `GET /llms.txt` — LLM crawl guidance ; - `GET /<INDEXNOW_KEY>.txt` — domain ownership verification ; - `GET /unsubscribe` + `POST /unsubscribe` — RFC 8058 one-click unsubscribe; POST satisfies List-Unsubscribe-Post header ; - `GET /favicon.ico` + `GET /apple-touch-icon.png` ; - `GET /legal/terms` + `GET /legal/privacy` — serv,Implemented,; - Unsubscribe endpoint (`POST /unsubscribe`) sets `users.unsubscribed_at` but cold email `recipients` table tracking is separate — a user who unsubscribes via this endpoint may still appear in a cold email recipient list if the campaign lookup doesn't join on `users.unsubscribed_at`. The migration comment (near migration 115) explicitly notes this was a bug that crashed the daily job. ; - SEO la,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `users` (unsubscribed_at), `cold_email_recipients` ; --- ; | ; --- ;"
G18,AdminAnalytics,MCP Server (External Agent Integration),"**expected_behavior:** ; - `POST /mcp` — handles MCP tool calls in JSON-response mode (no SSE streaming). Rate-limited (`MCP_ROUTE_CONFIG` includes rate limit). ; - `GET /mcp` → 405 (SSE not supported). ; - Registered MCP tools: ; - Tool 1 (line 98): ""Create a personalized song from an occasion, a recipient name, and a personal message. Returns a deep link the user can open to start creating the ","; - `POST /mcp` — handles MCP tool calls in JSON-response mode (no SSE streaming). Rate-limited (`MCP_ROUTE_CONFIG` includes rate limit). ; - `GET /mcp` → 405 (SSE not supported). ; - Registered MCP tools: ; - Tool 1 (line 98): ""Create a personalized song from an occasion, a recipient name, and a personal message. Returns a deep link the user can open to start creating the song in the Porizo iOS ",Implemented,"; - **No authentication visible on the MCP endpoint.** If the `/mcp` route is publicly accessible without any token check, any caller can invoke the song-creation tool, potentially consuming Porizo's API credits (Suno, Seed-VC) at no cost. This is a significant abuse vector. ; - Rate limiting is present (`MCP_ROUTE_CONFIG`) but without auth, rate limits can be trivially bypassed by rotating IPs. ;",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `tracks`, `track_versions` (inferred from song creation) ; --- ; | ; --- ;"
G19,AdminAnalytics,Events Service,"**expected_behavior:** ; - `EventsService` class (events-service.js). ; - `getUserEvents(userId, limit = 50)` — returns up to `Math.min(limit, 200)` events for a user, newest first. ; - `createEventsService(db)` — factory function. ; - Events stored in `events` table (migration 027).","; - `EventsService` class (events-service.js). ; - `getUserEvents(userId, limit = 50)` — returns up to `Math.min(limit, 200)` events for a user, newest first. ; - `createEventsService(db)` — factory function. ; - Events stored in `events` table (migration 027).",Implemented,"; - `Math.min(limit, 200)` cap prevents unlimited reads but 200 events per call could still return significant PII-containing behavioral data in a single response. ; - No admin endpoint for cross-user event querying observed — limits analytics use cases. ; - Events table likely contains click/action metadata tied to `user_id` — retention policy not enforced at service level.",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `events` (migration 027) ; --- ; | ; --- ;
H1,WebApp,Marketing Landing Page (index.html),"- **expected_behavior:** Static HTML at `/` served from `public/` via `@fastify/static`. Full OG + Twitter card meta. Nav links to `/about`, `/pricing`, `/support`, `/blog`. Primary CTA is ""Get the app"" → App Store / deep link. Google Fonts (DM Sans + Fraunces) loaded from `fonts.googleapis.com`. ; - **status:** implemented — `public/index.html` exists with full meta, nav, CTAs ; - **gaps:** ; -","- **status:** implemented — `public/index.html` exists with full meta, nav, CTAs ; - **gaps:** ; - No meta `description` tag confirmed on homepage (only `og:description` found); could hurt organic snippets ; - No structured data (JSON-LD `MobileApplication` / `Product`) for rich results ; - Google Fonts are render-blocking; no `<link rel=""preload"">` for critical fonts ; - Nav has no active-state",Implemented,"- No meta `description` tag confirmed on homepage (only `og:description` found); could hurt organic snippets ; - No structured data (JSON-LD `MobileApplication` / `Product`) for rich results ; - Google Fonts are render-blocking; no `<link rel=""preload"">` for critical fonts ; - Nav has no active-state JS; `/blog` link in nav goes to an unconfirmed route (no `blog.html` found in `public/`) ; - No ",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H2,WebApp,Occasion-Specific SEO Landing Pages,"- **expected_behavior:** Static HTML pages in `public/` root and `public/gifts/` subdirectory, served as static files. Each page has title + meta description tuned to the keyword. CTAs point to App Store or `porizo:///` custom scheme. Pages are included in `sitemap.xml`. ; - **status:** implemented — confirmed 30+ occasion pages including `birthday-song-for-mom.html`, `birthday-song-for-dad.html`,","- **status:** implemented — confirmed 30+ occasion pages including `birthday-song-for-mom.html`, `birthday-song-for-dad.html`, `birthday-song-maker.html`, `anniversary-song-gift.html`, `fathers-day-song.html`, `mothers-day-song.html`, `song-in-your-voice.html`, `songfinch-alternative.html`, `wedding-song-gift.html`, `valentines-song-for-her.html`, plus many more under `public/gifts/` ; - **gaps:**",Implemented,"- `song-in-your-voice.html` still exists as a route — project memory notes voice-cloning promises were false/removed from live promo text, but page may still carry stale copy (not fully verified) ; - iPad screenshots may still carry voice-clone copy (noted in project memory as deferred) ; - No internal linking strategy between occasion pages (each page appears self-contained) ; - Some pages in `pu",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H3,WebApp,Pricing Page,"- **expected_behavior:** Static `public/pricing.html`. Three tiers (Free, Plus, Pro) with monthly/annual billing toggle (`billing-toggle__option`). Twitter card meta present. No server-side gating — fully public. ; - **status:** implemented — `public/pricing.html` present with OG/Twitter meta. Title: ""Porizo Pricing — Free, Plus, and Pro plans"" ; - **gaps:** ; - Pricing page appears to be discon","- **status:** implemented — `public/pricing.html` present with OG/Twitter meta. Title: ""Porizo Pricing — Free, Plus, and Pro plans"" ; - **gaps:** ; - Pricing page appears to be disconnected from actual in-app pricing (IAP prices set in App Store Connect); any price drift between web and App Store is a UX discrepancy and App Store guideline risk ; - Monthly/annual toggle is client-side only — if ",Implemented,"- Pricing page appears to be disconnected from actual in-app pricing (IAP prices set in App Store Connect); any price drift between web and App Store is a UX discrepancy and App Store guideline risk ; - Monthly/annual toggle is client-side only — if JS fails the toggle breaks, showing only one set of prices ; - No schema.org `Offer` markup for rich results ; - ""Get started"" CTAs not confirmed — ",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H4,WebApp,Support Page,"- **expected_behavior:** Static HTML at `/support`. Shares nav and styles with main marketing site. Links to `/about`, `/pricing`, `/blog`, `/support`. ; - **status:** implemented — `public/support.html` confirmed present with full nav markup ; - **gaps:** ; - `/blog` nav link appears broken — no `blog.html` or blog route found anywhere in codebase ; - Support page content not inspected in full — ","- **status:** implemented — `public/support.html` confirmed present with full nav markup ; - **gaps:** ; - `/blog` nav link appears broken — no `blog.html` or blog route found anywhere in codebase ; - Support page content not inspected in full — unclear if it has self-serve FAQ or just a contact form ; - No live chat or help widget detected ; - **key_files:** `public/support.html`, `public/styles/",Implemented,"- `/blog` nav link appears broken — no `blog.html` or blog route found anywhere in codebase ; - Support page content not inspected in full — unclear if it has self-serve FAQ or just a contact form ; - No live chat or help widget detected ; - **key_files:** `public/support.html`, `public/styles/main.css` ; --- ;",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H5,WebApp,About / Our Story Page,"- **expected_behavior:** Static HTML at `/about`. Title: ""Our Story - Porizo"". Min-height 70vh hero with sound wave animation. Meta description: ""Learn about Porizo - where technology meets emotion to create deeply personal musical moments."" ; - **status:** implemented — `public/about.html` confirmed with full head meta and hero section ; - **gaps:** ; - Sound wave animation via CSS — if prefe","- **status:** implemented — `public/about.html` confirmed with full head meta and hero section ; - **gaps:** ; - Sound wave animation via CSS — if prefers-reduced-motion not respected, accessibility issue ; - Meta description uses generic ""technology meets emotion"" copy; doesn't include the ""song gift"" keyword cluster that the rest of the site targets ; - **key_files:** `public/about.html` ; -",Implemented,"- Sound wave animation via CSS — if prefers-reduced-motion not respected, accessibility issue ; - Meta description uses generic ""technology meets emotion"" copy; doesn't include the ""song gift"" keyword cluster that the rest of the site targets ; - **key_files:** `public/about.html` ; --- ;",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H6,WebApp,Legal Pages (Privacy Policy / Terms of Service),"- **expected_behavior:** Static HTML pages in `public/legal/`. Required for App Store listing. ; - **status:** implemented — `public/legal/` directory confirmed present ; - **gaps:** ; - Content not inspected; if policies reference ""your voice"" or voice cloning they may conflict with the pivot away from voice-clone positioning ; - No versioning or ""last updated"" timestamp confirmed in markup ;","- **status:** implemented — `public/legal/` directory confirmed present ; - **gaps:** ; - Content not inspected; if policies reference ""your voice"" or voice cloning they may conflict with the pivot away from voice-clone positioning ; - No versioning or ""last updated"" timestamp confirmed in markup ; - **key_files:** `public/legal/` (directory contents not enumerated) ; --- ;",Implemented,"- Content not inspected; if policies reference ""your voice"" or voice cloning they may conflict with the pivot away from voice-clone positioning ; - No versioning or ""last updated"" timestamp confirmed in markup ; - **key_files:** `public/legal/` (directory contents not enumerated) ; --- ;",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H7,WebApp,Web Song Player (Share Landing Page),"- **expected_behavior:** ; 1. Server-side renders `web-player/index.html` with OG tags (`{{OG_TITLE}}`, `{{OG_DESCRIPTION}}`, `{{OG_IMAGE}}`, `{{OG_URL}}` etc.) substituted before delivery so iMessage/WhatsApp/Twitter see proper rich-link cards. ; 2. `player.js` reads share token from URL path (`/s/:shareToken` or `/play/:shareToken`). ; 3. Calls `GET /share-info/:shareToken` → JSON with `app_only","1. Server-side renders `web-player/index.html` with OG tags (`{{OG_TITLE}}`, `{{OG_DESCRIPTION}}`, `{{OG_IMAGE}}`, `{{OG_URL}}` etc.) substituted before delivery so iMessage/WhatsApp/Twitter see proper rich-link cards. ; 2. `player.js` reads share token from URL path (`/s/:shareToken` or `/play/:shareToken`). ; 3. Calls `GET /share-info/:shareToken` → JSON with `app_only`, `status`, `web_stream_ur",Implemented,"- App-wall ""Open in Porizo"" uses custom scheme with no fallback timer — on iOS, if the app isn't installed, iOS silently swallows the `porizo:///` URL with no error (scheme-not-registered). The player does not detect this failure and fall back to App Store (by design per commit 457da8f, but creates a dead-end for users who uninstalled the app) ; - Expired screen copy says ""Ask the sender to cre",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H8,WebApp,App-Wall / Deep-Link Handoff on Web,"- **expected_behavior:** ; - ""Open in Porizo"" → `porizo:///receiver-handoff/<rh_hex>` (iOS-registered scheme, no fallback timer) ; - ""Get it free"" → `APPSFLYER_ONELINK_BASE_URL` with `deep_link_value=porizo:///receiver-handoff/<id>` as deferred deep-link; falls back to App Store ; - `receiver_handoff_id` extracted from share API response or from OneLink `deep_link_value` query param ; - All ev","- ""Open in Porizo"" → `porizo:///receiver-handoff/<rh_hex>` (iOS-registered scheme, no fallback timer) ; - ""Get it free"" → `APPSFLYER_ONELINK_BASE_URL` with `deep_link_value=porizo:///receiver-handoff/<id>` as deferred deep-link; falls back to App Store ; - `receiver_handoff_id` extracted from share API response or from OneLink `deep_link_value` query param ; - All events tracked: `receiver_sav",Implemented,"- No Android deep-link branch confirmed in web-player (only iOS `porizo:///` + OneLink); Android recipients may only get the OneLink path ; - If `APPSFLYER_ONELINK_BASE_URL` env var is unset, OneLink fallback may silently break (no server-side guard observed in web-player JS beyond `buildReceiverSaveFallbackUrl`) ; - OneLink redirect chain is iOS-only; on Android browser the CTA behaviour is untes",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H9,WebApp,Embed Player,"- **expected_behavior:** ; - Served from `/embed-player/` static prefix (`embed-player/` directory). ; - `embed.js` reads `document.body.dataset.shareId` and `document.body.dataset.mediaUrl`. ; - `audio.src = mediaUrl || (""/share/"" + shareId + ""/share.mp4"")` — uses pre-resolved `mediaUrl` if provided, else constructs a fallback path. ; - Standard HTML5 `<audio>` controls (play/pause button, pr","- Served from `/embed-player/` static prefix (`embed-player/` directory). ; - `embed.js` reads `document.body.dataset.shareId` and `document.body.dataset.mediaUrl`. ; - `audio.src = mediaUrl || (""/share/"" + shareId + ""/share.mp4"")` — uses pre-resolved `mediaUrl` if provided, else constructs a fallback path. ; - Standard HTML5 `<audio>` controls (play/pause button, progress bar, time display). ",Implemented,"- Fallback URL `/share/:shareId/share.mp4` — no such route was found in `src/server.js` grep output; this fallback may be dead/404 if `mediaUrl` is not injected ; - No error UI for failed audio load (`audio.onerror` not found in first 100 lines; may exist later in file) ; - No accessibility: no `aria-label` on buttons, no keyboard handling beyond default browser behaviour ; - CSP implications if e",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H10,WebApp,Poem Viewer (Web),"- **expected_behavior:** ; 1. `viewer.js` extracts `shareId` from URL path (`/poem/<shareId>`). ; 2. Calls `GET /poem-share/:shareId` → JSON with `expired`, `app_download_url`, poem content. ; 3. States: `loading` → `viewer` (poem content displayed) | `expired` (HTTP 410) | `pinEntry` (PIN-protected poems) | `error`. ; 4. Poem content rendered via DOM `textContent` (XSS-safe). ; 5. App CTA: `build","1. `viewer.js` extracts `shareId` from URL path (`/poem/<shareId>`). ; 2. Calls `GET /poem-share/:shareId` → JSON with `expired`, `app_download_url`, poem content. ; 3. States: `loading` → `viewer` (poem content displayed) | `expired` (HTTP 410) | `pinEntry` (PIN-protected poems) | `error`. ; 4. Poem content rendered via DOM `textContent` (XSS-safe). ; 5. App CTA: `buildDownloadUrl({ deepLink: ""p",Implemented,"- PIN entry UI is present in the state machine (`showScreen(""pinEntry"")`) but not confirmed to have a fully functional form (not inspected further) ; - No web playback — poems are text-only on web, audio locked behind the app; no teaser or preview of audio for poem shares ; - App-wall ""app_only"" branch not observed in poem viewer (unlike web-player) — unclear if poem shares are always web-view",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H11,WebApp,Audio Streaming Endpoint — Preview (MP3 / M4A),"- **expected_behavior:** ; - `GET /preview/:trackVersionId.mp3` — serves `preview.mp3` with `audio/mpeg` ; - `GET /preview/:trackVersionId.m4a` — serves `preview.m4a` with `audio/mp4` ; - Both use `serveTrackAudio()` → `sendMediaFile()` helper. ; - `sendMediaFile()` (line 1228): reads `request.headers.range`, matches `bytes=(\d*)-(\d*)`, returns HTTP 206 with `Content-Range: bytes start-end/total`","- `GET /preview/:trackVersionId.mp3` — serves `preview.mp3` with `audio/mpeg` ; - `GET /preview/:trackVersionId.m4a` — serves `preview.m4a` with `audio/mp4` ; - Both use `serveTrackAudio()` → `sendMediaFile()` helper. ; - `sendMediaFile()` (line 1228): reads `request.headers.range`, matches `bytes=(\d*)-(\d*)`, returns HTTP 206 with `Content-Range: bytes start-end/total` and `Content-Length: range",Implemented,"- Preview routes have **no auth at all** — any actor who guesses or obtains a `trackVersionId` UUID can stream the preview audio without being the owner or a recipient. This is acceptable if UUIDs are sufficiently opaque, but no explicit rate-limiting on these endpoints was confirmed ; - Range request reads into `Buffer.alloc(rangeSize)` — for large files this is a full in-memory allocation per re",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H12,WebApp,Audio Streaming Endpoint — Full Render (M4A),"- **expected_behavior:** ; - `GET /full/:trackVersionId.m4a` — `audio/mp4`, uses same `serveTrackAudio` + `sendMediaFile` helper with range support. ; - **Auth:** `?share_token=<id>` query param bypass (checks `share_tokens` table: `status != 'revoked'` and `track_id` match). Else falls back to `requireUserId` → owner check. ; - S3: issues presigned redirect (302). Local: reads from filesystem. ; ","- `GET /full/:trackVersionId.m4a` — `audio/mp4`, uses same `serveTrackAudio` + `sendMediaFile` helper with range support. ; - **Auth:** `?share_token=<id>` query param bypass (checks `share_tokens` table: `status != 'revoked'` and `track_id` match). Else falls back to `requireUserId` → owner check. ; - S3: issues presigned redirect (302). Local: reads from filesystem. ; - **status:** implemented —",Implemented,- Share-token bypass on full audio: `status != 'revoked'` check does **not** verify `bound_device_id` matches the requester — any bearer of an unrevoked share token (even if claimed by another device) can stream the full audio via the web endpoint. This may be intentional for the web player but is worth flagging as a potential over-permissive access path ; - Same in-memory buffer issue as preview ,P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H13,WebApp,Cover Artwork Dynamic Sizing Endpoint,"- **expected_behavior:** ; - `GET /cover/:trackVersionId/:size` — after auth (share-token or owner), serves `cover_<size>.jpg`. ; - On S3: generates a presigned URL (`expiresInSec: 300`) and redirects (302). ; - On local: serves from version directory directly. ; - Sizes appear pre-rendered at upload time (`cover_<size>.jpg` naming convention), not dynamically resized on the fly. ; - **status:** i","- `GET /cover/:trackVersionId/:size` — after auth (share-token or owner), serves `cover_<size>.jpg`. ; - On S3: generates a presigned URL (`expiresInSec: 300`) and redirects (302). ; - On local: serves from version directory directly. ; - Sizes appear pre-rendered at upload time (`cover_<size>.jpg` naming convention), not dynamically resized on the fly. ; - **status:** implemented — confirmed at l",Implemented,"- Presigned URL redirect (302) with 300s expiry — if a crawler or CDN caches the redirect, the image 403s after 5 minutes. No `Cache-Control: no-store` confirmed on the redirect response ; - No `size` parameter validation confirmed — if an unsupported size is requested, a file-not-found on S3 or local would propagate as an unhandled error ; - CORS not confirmed on this endpoint — OG crawlers don't",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
